Application_mode,Course,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
1,9773,1,133.1,98.0,1,0,1,1,1,19,6,8,4,12.0,0,6,8,6,12.285714285714286,0,15.5,2.8,-4.06,Enrolled
17,9147,1,130.0,122.0,1,0,1,1,0,20,5,8,2,10.5,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled
43,9070,1,117.0,112.5,1,0,1,1,0,19,6,7,3,11.666666666666666,1,6,13,4,10.333333333333334,0,13.9,-0.3,0.79,Enrolled
44,9119,1,180.0,180.0,0,0,1,1,1,20,7,12,6,14.142857142857142,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled
43,9147,1,130.0,130.8,0,0,1,1,0,22,5,5,0,0.0,0,5,9,3,13.333333333333334,2,16.2,0.3,-0.92,Enrolled
17,9147,1,133.1,109.0,1,0,1,1,1,22,5,7,3,12.333333333333334,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Enrolled
1,9119,1,126.0,130.2,0,0,1,1,0,19,5,7,5,10.2,0,5,8,3,12.0,0,10.8,1.4,1.74,Enrolled
1,9773,1,133.0,130.2,0,0,1,1,0,19,6,9,5,12.6,6,10,16,8,11.0,1,8.9,1.4,3.51,Enrolled
43,9119,1,146.0,100.0,0,0,1,1,0,18,5,9,4,12.25,0,5,11,3,11.666666666666666,0,13.9,-0.3,0.79,Enrolled
17,9254,1,118.0,121.2,0,0,1,1,1,18,6,12,3,10.666666666666666,0,6,9,4,12.0,0,15.5,2.8,-4.06,Enrolled
1,9254,1,123.0,117.8,0,0,1,1,0,19,6,10,4,12.75,0,6,12,2,13.0,0,10.8,1.4,1.74,Enrolled
39,9130,1,130.0,110.0,0,0,1,1,0,24,6,11,6,11.333333333333334,0,6,12,3,11.333333333333334,0,16.2,0.3,-0.92,Enrolled
39,9085,1,133.1,138.3,1,1,0,1,0,25,6,6,0,0.0,0,6,6,0,0.0,0,8.9,1.4,3.51,Enrolled
39,9991,0,130.0,127.8,0,0,1,1,0,37,5,7,4,10.75,0,5,7,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled
43,9119,1,128.0,100.0,0,0,1,1,0,19,5,8,5,12.0,0,5,12,2,10.5,0,13.9,-0.3,0.79,Enrolled
17,9500,1,128.0,124.7,0,0,1,1,1,19,7,11,6,12.528571428571428,0,7,10,6,12.416666666666666,0,15.5,2.8,-4.06,Enrolled
43,9500,1,136.0,124.1,0,0,1,1,1,21,8,8,0,0.0,0,8,8,0,0.0,8,9.4,-0.8,-3.12,Enrolled
44,9003,1,130.0,130.0,0,0,1,1,0,20,7,13,3,10.666666666666666,0,6,14,2,11.5,0,15.5,2.8,-4.06,Enrolled
1,9670,1,122.0,116.1,0,0,1,1,1,19,6,10,6,13.125,0,6,9,6,12.714285714285714,0,11.1,0.6,2.02,Enrolled
1,9853,1,110.0,114.3,1,0,1,1,0,42,6,9,5,12.4,0,6,10,5,11.8,0,7.6,2.6,0.32,Enrolled
18,9085,1,106.0,104.6,0,0,0,1,0,21,6,10,5,14.0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
1,9070,1,132.0,136.6,1,0,1,1,0,19,6,7,5,11.4,0,6,10,3,11.0,3,7.6,2.6,0.32,Enrolled
44,9003,1,140.0,140.0,0,0,1,1,0,21,6,13,4,11.75,0,6,15,4,10.5,0,15.5,2.8,-4.06,Enrolled
1,9070,1,140.0,138.3,0,0,1,1,0,20,6,8,6,13.428571428571429,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
42,9119,1,136.0,117.5,0,0,1,1,0,19,5,6,4,11.8,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled
44,9119,1,140.0,140.0,0,0,1,1,0,23,7,12,3,14.0,1,6,12,1,14.0,0,12.4,0.5,1.79,Enrolled
17,9070,1,131.0,125.1,0,0,1,1,0,18,6,7,6,12.333333333333334,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled
1,9147,1,130.0,118.8,0,1,1,1,1,22,5,8,5,10.666666666666666,0,5,11,2,11.0,0,15.5,2.8,-4.06,Enrolled
18,9119,1,136.0,125.2,1,0,1,1,0,19,5,9,5,11.833333333333334,0,5,9,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled
1,9070,1,110.0,107.6,1,0,1,1,1,22,6,6,6,11.666666666666666,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Enrolled
43,9070,1,160.0,100.0,0,0,1,1,0,38,6,9,5,16.0,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled
39,9500,1,110.0,126.0,1,0,1,1,0,27,7,7,7,14.085714285714284,0,7,7,7,14.085714285714284,0,7.6,2.6,0.32,Enrolled
51,9119,1,129.0,121.6,1,0,1,1,0,19,5,10,0,0.0,0,5,7,1,10.0,0,7.6,2.6,0.32,Enrolled
17,9119,1,122.0,114.7,0,0,1,1,0,20,5,6,5,15.8,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled
17,9119,1,139.0,133.1,1,0,1,1,0,18,5,8,4,12.5,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled
43,9670,1,132.0,120.5,0,0,1,1,0,19,6,17,4,12.5,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled
39,9119,1,139.0,110.3,0,1,1,1,0,24,5,12,1,10.0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled
44,9119,1,140.0,140.0,1,0,1,1,0,22,5,9,0,0.0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled
1,9003,1,144.0,132.8,0,0,1,1,1,19,6,9,4,12.0,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled
1,171,1,131.0,127.2,1,1,1,1,0,23,17,19,13,12.153846153846152,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled
1,9773,1,140.0,133.4,1,0,0,1,0,29,6,8,6,16.5,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
44,9003,1,140.0,140.0,0,0,1,1,0,20,6,11,6,11.285714285714286,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled
17,171,1,125.0,117.0,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
1,9670,1,117.0,110.7,1,0,1,1,0,20,6,10,5,14.0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled
39,9130,1,150.0,160.0,1,0,1,1,0,24,5,13,4,13.75,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled
53,9003,1,130.0,130.0,0,1,1,1,0,21,12,20,10,11.8,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled
17,9119,1,127.0,115.8,0,0,1,1,0,20,5,10,4,11.5,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled
1,9773,1,125.0,126.1,1,0,1,1,0,22,6,10,5,13.4,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled
1,9147,1,135.0,126.3,0,0,1,1,0,18,5,11,2,13.5,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,Enrolled
43,9773,1,128.0,124.2,1,0,1,1,0,22,6,17,3,11.333333333333334,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,Enrolled
1,9773,1,135.0,136.1,1,0,1,1,0,19,6,9,5,11.4,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled
39,9991,0,150.0,120.0,0,0,1,0,0,43,5,11,3,10.666666666666666,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
39,9003,1,133.1,129.8,0,0,1,1,0,24,7,7,7,13.571428571428571,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled
17,9119,1,135.0,126.6,1,0,1,1,0,18,5,7,4,12.0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled
43,9085,1,160.0,120.0,0,0,1,1,0,21,5,11,0,0.0,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled
39,8014,0,100.0,108.3,0,0,1,1,0,39,6,8,5,11.4,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled
39,9500,1,120.0,100.0,0,0,1,1,0,34,7,15,6,11.333333333333334,0,7,16,4,12.6,0,16.2,0.3,-0.92,Enrolled
1,171,1,130.0,118.1,0,1,0,1,0,18,0,0,0,0.0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Enrolled
15,171,1,130.0,130.0,0,0,1,1,0,21,12,12,12,15.083333333333334,4,11,15,11,13.083333333333334,0,8.9,1.4,3.51,Enrolled
1,9147,1,166.0,146.4,0,0,1,1,0,27,5,12,3,10.0,0,5,12,1,13.0,0,7.6,2.6,0.32,Enrolled
1,9119,1,146.0,148.5,1,0,1,1,0,18,5,7,4,10.0,0,5,8,1,16.0,0,10.8,1.4,1.74,Enrolled
44,9003,1,140.0,140.0,0,0,1,1,1,20,6,11,5,13.833333333333334,0,6,13,6,12.3,0,15.5,2.8,-4.06,Enrolled
44,9130,1,150.0,150.0,1,0,1,1,0,19,6,13,5,11.6,1,6,12,2,11.0,0,13.9,-0.3,0.79,Enrolled
1,9254,1,160.0,140.8,1,0,1,1,0,23,6,8,6,12.666666666666666,0,6,10,5,12.2,0,7.6,2.6,0.32,Enrolled
43,171,1,120.0,120.0,1,0,1,1,0,22,0,0,0,0.0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
17,9147,1,133.0,123.2,1,0,1,1,0,20,5,7,3,12.666666666666666,0,5,12,2,12.5,0,9.4,-0.8,-3.12,Enrolled
17,9773,1,124.0,127.9,1,0,1,1,0,20,6,11,3,13.666666666666666,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled
1,9147,1,128.0,120.3,0,0,1,1,0,19,5,9,5,10.8,0,5,13,2,13.5,0,8.9,1.4,3.51,Enrolled
15,9500,1,190.0,190.0,1,0,1,0,0,18,7,15,4,11.575,0,7,10,5,12.419999999999998,0,12.4,0.5,1.79,Enrolled
17,9119,1,122.0,121.0,1,0,1,1,0,20,5,10,4,14.25,0,5,14,1,10.0,0,8.9,1.4,3.51,Enrolled
17,9130,1,138.0,126.3,1,0,1,0,1,18,6,7,6,12.833333333333334,0,6,8,6,13.0,0,8.9,1.4,3.51,Enrolled
17,9853,1,141.0,130.2,1,0,1,0,0,19,6,8,5,11.4,0,6,7,4,10.75,0,12.7,3.7,-1.7,Enrolled
43,9130,1,100.0,100.0,0,0,1,0,0,19,5,10,5,14.857142857142858,0,5,7,5,15.142857142857142,0,9.4,-0.8,-3.12,Enrolled
44,9003,1,140.0,140.0,0,0,1,0,0,19,6,18,3,11.666666666666666,0,6,14,4,11.5,0,15.5,2.8,-4.06,Enrolled
17,9070,1,145.0,153.1,1,0,1,0,1,20,6,6,6,12.5,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,Enrolled
18,9119,1,134.0,124.9,1,1,1,1,0,18,5,11,3,10.666666666666666,0,5,9,3,11.333333333333334,0,8.9,1.4,3.51,Enrolled
1,9119,1,163.0,150.8,1,0,1,1,0,18,5,9,4,10.5,0,5,11,2,10.5,3,7.6,2.6,0.32,Enrolled
1,171,1,165.0,163.6,1,0,1,0,0,18,0,0,0,0.0,0,0,0,0,0.0,0,12.4,0.5,1.79,Enrolled
43,9147,1,142.0,115.0,0,0,1,0,0,19,5,11,5,11.5,0,5,9,2,10.666666666666666,0,13.9,-0.3,0.79,Enrolled
1,9238,1,133.0,126.0,0,0,1,0,0,20,6,11,1,12.0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Enrolled
39,8014,0,140.0,105.0,0,0,1,0,0,26,6,14,3,10.666666666666666,0,6,9,5,11.2,0,15.5,2.8,-4.06,Enrolled
39,9147,1,133.1,139.4,0,1,1,0,0,41,5,6,5,11.6,0,5,8,5,12.2,0,7.6,2.6,0.32,Enrolled
39,9991,0,150.0,138.5,0,0,1,0,0,26,5,10,4,12.0,0,5,9,4,11.25,0,12.7,3.7,-1.7,Enrolled
18,9147,1,115.0,108.7,1,0,1,0,0,21,5,8,3,12.0,0,5,9,3,12.666666666666666,0,9.4,-0.8,-3.12,Enrolled
1,9147,1,133.1,106.0,1,0,1,0,0,24,5,11,2,10.5,0,5,14,1,11.0,0,12.7,3.7,-1.7,Enrolled
1,9853,1,134.0,127.4,1,0,1,0,0,18,6,7,5,12.2,0,6,7,5,12.2,0,10.8,1.4,1.74,Enrolled
1,9853,1,133.1,95.0,1,1,0,0,0,22,7,10,6,11.5,0,7,8,6,13.166666666666666,0,11.1,0.6,2.02,Enrolled
17,9147,1,115.0,115.0,1,0,1,0,0,23,5,7,2,10.0,0,5,9,1,12.0,0,9.4,-0.8,-3.12,Enrolled
17,9085,1,130.0,121.3,1,0,1,0,0,21,5,14,2,13.0,0,5,8,4,12.0,1,9.4,-0.8,-3.12,Enrolled
17,9853,1,118.0,121.2,1,0,1,0,0,18,6,8,5,13.4,0,6,7,5,12.0,0,7.6,2.6,0.32,Enrolled
17,9254,1,122.0,112.9,1,0,1,0,0,22,6,14,4,12.25,0,6,11,3,11.333333333333334,0,7.6,2.6,0.32,Enrolled
42,9070,1,100.0,115.9,0,0,1,0,0,29,10,15,9,11.555555555555555,7,11,17,10,11.9,0,9.4,-0.8,-3.12,Enrolled
1,9500,1,137.0,125.3,0,0,1,1,0,19,7,7,7,12.2,0,7,7,7,12.2,0,7.6,2.6,0.32,Enrolled
1,9147,1,120.0,111.3,0,0,1,1,1,18,5,10,4,10.8,0,5,10,4,11.75,0,15.5,2.8,-4.06,Enrolled
39,9991,0,120.0,144.8,0,0,1,1,0,28,5,7,4,12.75,0,5,7,5,14.333333333333334,0,10.8,1.4,1.74,Enrolled
1,9670,1,132.0,129.9,1,0,1,1,0,20,6,10,6,12.714285714285714,0,6,8,4,13.0,0,12.4,0.5,1.79,Enrolled
43,9070,1,150.0,126.4,0,0,1,1,0,26,7,8,7,13.285714285714286,3,8,11,7,12.142857142857142,0,12.4,0.5,1.79,Enrolled
1,9500,1,127.0,121.4,0,0,1,1,0,20,7,10,5,13.976666666666668,0,8,9,8,13.22222222222222,0,12.4,0.5,1.79,Enrolled
17,9853,1,114.0,111.9,1,0,1,1,1,20,6,6,6,12.0,0,6,7,6,12.5,0,7.6,2.6,0.32,Enrolled
39,9500,1,133.1,100.5,1,0,1,1,0,43,8,8,7,11.635714285714286,0,8,8,7,11.635714285714286,0,10.8,1.4,1.74,Enrolled
17,9119,1,138.0,123.3,1,1,1,1,0,18,5,9,4,12.5,0,5,11,5,11.285714285714286,0,12.4,0.5,1.79,Enrolled
39,9991,0,160.0,114.3,0,0,1,1,0,40,5,9,3,11.0,0,5,8,4,12.5,1,7.6,2.6,0.32,Enrolled
1,9254,1,133.1,97.0,0,0,1,1,0,27,6,6,6,10.666666666666666,0,6,8,4,11.25,0,10.8,1.4,1.74,Enrolled
44,9003,1,140.0,140.0,1,1,1,1,0,26,6,6,0,0.0,0,6,7,0,0.0,0,8.9,1.4,3.51,Enrolled
1,9119,1,126.0,122.5,1,0,1,1,0,20,5,7,5,10.8,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled
51,9147,1,130.0,115.7,0,0,1,1,0,20,5,7,5,11.0,0,5,7,3,10.0,0,8.9,1.4,3.51,Enrolled
1,9119,1,140.0,166.0,1,1,1,1,0,20,5,7,0,0.0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
39,9500,1,120.0,125.3,0,1,1,1,0,30,7,12,4,14.4,0,7,9,6,13.5,0,12.4,0.5,1.79,Enrolled
17,9670,1,115.0,109.1,0,1,0,1,0,21,6,11,4,12.25,0,6,9,4,13.4,0,11.1,0.6,2.02,Enrolled
17,9670,1,109.0,108.0,0,0,1,1,0,19,5,10,0,0.0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
39,9556,1,160.0,130.0,0,0,1,0,0,25,7,14,7,11.95,0,8,15,7,12.042857142857144,0,12.7,3.7,-1.7,Enrolled
39,9556,1,110.0,112.8,0,0,1,0,1,26,7,7,0,0.0,0,8,8,0,0.0,6,10.8,1.4,1.74,Enrolled
17,9147,1,129.0,128.3,1,0,1,0,0,19,5,10,3,11.0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Enrolled
43,9085,1,127.0,100.0,0,0,1,0,0,21,6,11,4,11.75,0,6,12,3,13.666666666666666,0,13.9,-0.3,0.79,Enrolled
1,9130,1,138.0,123.0,1,0,1,0,0,21,5,12,1,11.0,0,5,9,2,10.5,0,12.7,3.7,-1.7,Enrolled
39,9085,1,130.0,120.0,0,0,0,0,0,26,6,8,6,15.428571428571429,0,6,7,5,14.5,0,11.1,0.6,2.02,Enrolled
1,9500,1,131.0,122.0,1,0,1,0,0,20,8,8,7,14.014285714285714,0,8,8,7,14.014285714285714,0,12.7,3.7,-1.7,Enrolled
17,9238,1,118.0,110.7,1,0,1,0,0,18,6,15,2,10.333333333333334,0,6,13,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled
1,9500,1,106.0,102.2,1,1,1,1,0,20,7,7,7,12.401428571428571,0,8,10,6,11.808333333333332,0,11.1,0.6,2.02,Enrolled
44,9003,1,120.0,120.0,0,0,1,1,0,23,6,6,0,0.0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Enrolled
44,9003,1,130.0,130.0,0,0,1,1,0,20,6,12,4,10.8,0,6,13,4,12.0,0,12.4,0.5,1.79,Enrolled
43,8014,0,120.0,100.0,0,0,1,0,0,45,9,13,8,11.0,3,7,10,6,10.833333333333334,0,12.7,3.7,-1.7,Enrolled
39,8014,0,100.0,111.0,1,0,1,0,1,26,6,10,3,12.333333333333334,0,6,14,3,11.666666666666666,0,7.6,2.6,0.32,Enrolled
39,9991,0,130.0,130.1,0,0,1,0,0,25,5,8,3,11.0,0,5,8,3,11.25,0,10.8,1.4,1.74,Enrolled
1,9500,1,124.0,117.5,1,0,1,1,0,19,8,10,5,12.858,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Enrolled
1,9500,1,126.0,120.2,0,0,1,0,1,19,7,9,5,14.06,0,7,9,7,11.242857142857142,0,12.4,0.5,1.79,Enrolled
17,171,1,141.0,136.1,1,0,1,0,1,18,0,0,0,0.0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled
43,9670,1,129.0,122.4,1,0,1,0,0,19,5,5,4,13.75,0,6,9,5,12.6,0,12.7,3.7,-1.7,Enrolled
43,9773,1,119.0,105.0,1,0,1,0,0,23,6,11,3,11.333333333333334,0,6,7,2,11.0,0,16.2,0.3,-0.92,Enrolled
1,9238,1,132.0,129.9,1,0,1,0,0,20,6,7,5,13.2,0,6,6,6,12.666666666666666,0,10.8,1.4,1.74,Enrolled
1,9670,1,120.0,111.3,1,0,1,1,0,19,5,7,3,11.333333333333334,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Enrolled
39,9991,0,130.0,127.6,0,0,1,1,0,29,5,5,0,0.0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
1,9670,1,122.0,126.6,1,0,1,0,0,18,6,8,6,14.625,0,6,9,6,14.142857142857142,0,11.1,0.6,2.02,Enrolled
1,9500,1,126.0,120.1,1,0,1,0,0,19,7,12,4,13.375,0,7,8,6,12.116666666666667,0,12.4,0.5,1.79,Enrolled
1,9147,1,129.0,117.8,0,0,1,0,1,19,5,6,4,11.0,0,5,9,4,13.857142857142858,0,10.8,1.4,1.74,Enrolled
43,9773,1,127.0,117.6,1,0,1,0,0,18,6,6,0,0.0,0,6,10,3,11.0,0,16.2,0.3,-0.92,Enrolled
17,9670,1,115.0,109.1,1,0,1,0,1,19,6,7,6,13.285714285714286,0,6,9,5,14.6,0,12.4,0.5,1.79,Enrolled
1,9500,1,125.0,120.3,1,0,1,0,0,19,7,11,5,11.716666666666669,0,7,8,5,13.7,0,13.9,-0.3,0.79,Enrolled
1,9070,1,129.0,136.4,1,0,1,0,0,18,6,6,6,12.333333333333334,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Enrolled
17,9147,1,137.0,124.4,1,0,1,0,0,18,5,5,5,12.6,0,5,5,4,11.0,0,11.1,0.6,2.02,Enrolled
39,9003,1,150.0,120.0,0,1,0,0,0,34,6,10,6,14.333333333333334,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Enrolled
1,9670,1,117.0,111.8,0,0,1,0,0,22,5,8,3,12.0,0,5,9,2,11.0,1,7.6,2.6,0.32,Enrolled
39,9147,1,140.0,108.0,0,0,1,0,0,50,5,12,3,13.333333333333334,0,5,8,5,12.2,0,9.4,-0.8,-3.12,Enrolled
39,9085,1,130.0,110.0,0,0,1,0,1,25,6,13,3,11.666666666666666,0,6,14,2,11.333333333333334,0,11.1,0.6,2.02,Enrolled
39,9991,0,120.0,119.9,0,0,1,0,0,50,5,9,2,10.5,0,5,7,3,11.0,0,12.7,3.7,-1.7,Enrolled
43,8014,0,133.1,106.0,1,0,1,0,0,48,6,9,5,13.0,0,6,10,4,12.5,0,7.6,2.6,0.32,Enrolled
39,9147,1,110.0,140.0,0,0,1,0,0,41,5,14,4,14.5,0,5,12,5,13.0,0,9.4,-0.8,-3.12,Enrolled
43,9991,0,140.0,117.3,0,0,1,0,0,28,10,15,6,10.666666666666666,5,10,17,9,11.333333333333334,1,7.6,2.6,0.32,Enrolled
51,9147,1,160.0,118.0,0,0,1,0,0,53,15,15,15,11.8,12,13,13,12,11.666666666666666,1,8.9,1.4,3.51,Enrolled
39,8014,0,120.0,106.8,0,0,1,0,0,49,6,9,5,12.333333333333334,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
43,9238,1,122.0,114.3,1,0,1,0,0,22,10,15,8,11.0,2,7,16,5,11.2,0,9.4,-0.8,-3.12,Enrolled
39,9991,0,120.0,147.8,0,0,1,0,0,40,5,9,4,11.25,0,5,6,5,12.0,0,13.9,-0.3,0.79,Enrolled
43,9991,0,120.0,120.0,0,0,1,0,0,36,12,21,11,11.5,7,12,22,12,11.4375,0,9.4,-0.8,-3.12,Enrolled
39,8014,0,133.1,119.0,0,0,1,0,1,48,6,7,6,10.666666666666666,0,6,9,5,11.8,0,10.8,1.4,1.74,Enrolled
39,8014,0,155.0,117.5,0,0,1,0,0,34,6,6,4,13.25,0,6,6,0,0.0,0,12.7,3.7,-1.7,Enrolled
1,9500,1,136.0,127.0,1,0,1,0,0,19,8,10,1,13.67,0,8,10,1,13.67,7,9.4,-0.8,-3.12,Enrolled
39,9991,0,110.0,127.1,0,0,1,0,0,34,5,9,4,11.0,0,5,10,4,10.75,1,7.6,2.6,0.32,Enrolled
39,9556,1,133.1,152.8,1,0,1,0,0,28,7,9,7,12.428571428571429,0,8,8,8,12.3,0,12.4,0.5,1.79,Enrolled
39,9670,1,100.0,100.0,0,0,1,0,0,35,5,8,5,11.4,0,5,7,3,12.333333333333334,0,9.4,-0.8,-3.12,Enrolled
17,9500,1,138.0,133.0,1,0,1,0,0,18,8,8,0,0.0,0,8,8,0,0.0,5,9.4,-0.8,-3.12,Enrolled
5,9085,1,150.0,139.4,0,0,1,0,0,18,5,9,3,12.0,0,5,6,4,13.0,0,7.6,2.6,0.32,Enrolled
43,9853,1,118.0,110.0,1,0,1,0,0,20,6,10,4,12.25,0,6,8,4,11.5,0,10.8,1.4,1.74,Enrolled
1,9254,1,137.0,125.1,1,0,1,0,0,18,6,10,4,11.75,0,6,9,5,11.2,0,7.6,2.6,0.32,Enrolled
17,9147,1,120.0,112.0,0,0,1,0,0,20,5,10,4,11.0,0,5,7,4,11.5,0,15.5,2.8,-4.06,Enrolled
39,9500,1,148.0,130.0,0,0,1,0,0,24,8,12,7,12.714285714285714,0,8,12,7,12.714285714285714,0,12.7,3.7,-1.7,Enrolled
17,9147,1,127.0,124.6,1,0,1,0,1,19,5,12,2,10.0,0,5,11,4,11.75,0,11.1,0.6,2.02,Enrolled
1,9773,1,137.0,139.8,1,0,1,0,0,18,6,10,6,12.571428571428571,0,6,11,6,12.571428571428571,0,10.8,1.4,1.74,Enrolled
17,9500,1,130.0,128.8,1,0,1,0,0,18,7,8,6,13.39,0,8,10,7,12.757142857142856,0,11.1,0.6,2.02,Enrolled
1,9085,1,146.0,126.0,0,0,1,0,0,19,5,7,3,12.333333333333334,0,5,7,4,10.25,0,7.6,2.6,0.32,Enrolled
42,9147,1,139.0,112.3,1,0,1,0,0,19,5,8,2,11.5,0,5,10,3,10.857142857142858,0,10.8,1.4,1.74,Enrolled
1,9773,1,130.0,137.4,0,0,1,0,0,19,6,6,6,15.0,0,6,7,6,14.0,0,15.5,2.8,-4.06,Enrolled
1,9500,1,140.0,124.3,1,0,1,0,0,19,7,9,5,12.32,0,7,9,5,11.9,0,12.4,0.5,1.79,Enrolled
1,9670,1,121.0,111.9,1,0,1,1,1,20,6,7,6,11.333333333333334,0,6,10,4,10.571428571428571,0,10.8,1.4,1.74,Enrolled
39,9119,1,130.0,149.0,1,0,1,1,0,33,5,10,4,12.0,0,5,8,3,13.666666666666666,1,7.6,2.6,0.32,Enrolled
1,9670,1,132.0,143.6,1,0,1,1,0,20,6,8,5,12.8,0,6,10,5,11.6,0,13.9,-0.3,0.79,Enrolled
43,9119,1,130.0,128.0,0,1,0,1,0,27,5,5,0,0.0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Enrolled
7,9147,1,110.0,110.0,0,0,1,0,0,33,8,10,6,12.833333333333334,2,5,8,4,12.0,0,11.1,0.6,2.02,Enrolled
17,9853,1,128.0,128.4,1,0,1,0,1,20,6,10,5,13.2,0,6,12,5,12.833333333333334,0,9.4,-0.8,-3.12,Enrolled
1,9238,1,138.0,135.9,1,0,1,0,0,19,6,11,5,11.6,0,6,11,6,11.666666666666666,0,7.6,2.6,0.32,Enrolled
1,9773,1,127.0,121.1,1,0,1,0,0,18,6,6,6,13.166666666666666,0,6,6,6,12.5,0,15.5,2.8,-4.06,Enrolled
1,9670,1,143.0,144.1,1,0,1,0,0,19,6,7,5,12.6,0,6,10,5,12.375,0,10.8,1.4,1.74,Enrolled
1,9085,1,133.1,115.0,1,0,1,0,0,21,5,8,3,11.333333333333334,0,5,8,3,13.333333333333334,0,12.7,3.7,-1.7,Enrolled
17,9670,1,125.0,118.4,1,0,1,0,1,19,5,8,3,10.5,0,5,6,4,11.75,1,7.6,2.6,0.32,Enrolled
17,9238,1,126.0,116.9,1,0,1,0,0,21,6,11,6,10.375,0,6,12,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled
1,9500,1,122.0,119.6,1,0,1,0,0,21,7,8,6,13.25,0,8,8,8,13.8375,0,13.9,-0.3,0.79,Enrolled
17,9500,1,141.0,135.4,1,0,1,0,0,18,7,9,7,12.50625,0,8,15,5,13.2,0,13.9,-0.3,0.79,Enrolled
1,9853,1,129.0,126.9,1,0,1,0,1,19,6,9,5,12.2,0,6,10,4,11.5,0,7.6,2.6,0.32,Enrolled
1,9500,1,101.0,102.4,0,0,1,0,0,20,7,9,5,12.04,0,7,9,6,11.77142857142857,0,12.4,0.5,1.79,Enrolled
17,9147,1,125.0,125.7,0,0,1,0,0,20,5,7,5,11.166666666666666,0,5,9,4,10.75,0,15.5,2.8,-4.06,Enrolled
